DRS;DRS_1;GVE;_1;Região de Saúde;Região de Saúde_2;município;Janeiro;Janeiro_4;Janeiro_5;Fevereiro;Fevereiro_6;Fevereiro_7;Março;Março_8;Março_9;Abril;Abril_10;Abril_11;Maio;Maio_12;Maio_13;Junho;Junho_14;Junho_15;Julho;Julho_16;Julho_17;Agosto;Agosto_18;Agosto_19;Setembro;Setembro_20;Setembro_21;Outubro;Outubro_22;Outubro_23;Novembro;Novembro_24;Novembro_25;Dezembro;Dezembro_26;Dezembro_27
;;;;;;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;
;;;;;;;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;BAURU;15;BAURU;35062;BAURU;353670 Pederneiras;1.329;1.085;0;1237;1075;0;698;490;1;462;286;0;248;161;0;104;53;0;33;11;0;27;5;0;31;10;0;46;11;0;34;9;0;42;13;0
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;353680 Pedra Bela;4;0;0;25;7;0;48;17;0;70;25;0;102;39;0;18;2;0;8;1;0;3;1;0;5;0;0;2;0;0;4;0;0;1;0;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;353690 Pedranópolis;2;0;0;7;1;0;16;2;1;82;42;0;166;90;0;203;98;1;137;69;0;51;26;0;36;21;0;19;5;0;13;1;0;29;11;0
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;353700 Pedregulho;343;96;2;265;67;10;71;28;1;15;1;3;7;3;1;10;1;0;4;0;1;1;0;0;3;0;0;11;1;0;5;0;0;3;2;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;353710 Pedreira;42;16;1;269;185;1;818;660;1;986;780;4;466;309;4;182;140;1;44;34;0;12;7;0;9;5;0;5;3;0;9;4;0;10;5;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;353715 Pedrinhas Paulista;14;0;2;43;8;3;79;27;1;132;67;0;97;52;0;30;16;0;8;5;0;2;1;0;1;0;0;0;0;0;0;0;0;2;0;0
12;REGISTRO;23;REGISTRO;35121;VALE DO RIBEIRA;353720 Pedro de Toledo;2;0;0;8;1;0;8;1;0;11;3;0;120;24;0;11;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;353730 Penápolis;24;4;0;54;12;0;71;14;0;77;24;0;69;29;0;21;12;0;27;12;0;12;7;0;20;4;0;20;6;0;20;10;0;101;43;0
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;353740 Pereira Barreto;17;2;0;42;7;3;70;25;2;78;32;1;78;51;0;36;22;1;14;9;0;15;11;0;6;3;1;15;11;0;58;43;0;84;40;0
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;353750 Pereiras;2;0;0;4;4;0;5;2;1;13;8;3;53;44;6;19;19;0;8;7;1;6;6;0;1;0;0;3;3;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;25;SANTOS;35041;BAIXADA SANTISTA;353760 Peruíbe;96;14;0;452;110;1;784;411;0;1332;838;0;861;529;0;142;45;0;29;13;0;17;4;0;35;5;0;23;1;0;44;9;0;65;8;0
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;353770 Piacatu;3;2;0;5;4;0;5;4;0;4;1;0;16;6;0;38;13;0;35;16;0;34;6;0;7;0;0;7;1;0;11;3;0;7;2;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;353780 Piedade;23;3;2;175;14;4;413;81;1;449;187;4;352;226;0;87;55;0;31;17;1;11;3;0;7;1;0;10;0;0;3;0;0;4;0;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;353790 Pilar do Sul;11;4;2;20;7;3;34;20;5;103;76;2;209;171;0;51;41;0;7;5;0;3;2;0;2;1;0;2;0;0;1;0;0;1;1;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;353800 Pindamonhangaba;3.582;3.515;1;6404;6332;8;7673;7587;4;3835;3778;3;1531;1467;2;269;233;1;60;43;0;43;25;0;29;12;0;30;7;0;20;2;0;13;1;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353810 Pindorama;92;35;0;159;78;0;260;130;1;317;202;0;365;217;0;105;44;0;38;5;0;36;3;0;30;3;0;36;1;0;30;1;0;27;8;0
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;353820 Pinhalzinho;16;4;0;80;7;1;364;27;2;554;161;7;300;80;2;45;12;1;9;2;0;5;1;0;2;0;0;7;0;0;11;0;0;9;0;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;353830 Piquerobi;2;0;0;17;0;0;18;2;0;16;2;0;7;0;0;4;0;0;2;0;0;0;0;0;4;0;0;4;0;0;8;0;0;3;0;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;353850 Piquete;51;10;0;393;103;0;565;247;0;528;268;5;90;55;14;109;41;1;14;2;0;2;0;0;6;2;0;13;4;0;29;3;0;18;0;0
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;353860 Piracaia;20;3;1;110;19;2;472;214;62;1171;507;141;709;413;65;95;37;0;11;1;0;9;1;0;12;3;0;5;0;0;7;2;0;9;2;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;353870 Piracicaba;2.910;1.109;0;6035;1766;13;11363;5135;15;17315;9834;18;14503;8405;64;5390;2301;6;2117;550;0;1420;111;0;1335;28;0;1283;41;0;1261;38;0;999;34;0
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;353880 Piraju;31;13;3;174;69;6;639;373;3;838;618;0;1266;936;0;548;295;0;78;38;0;29;12;0;19;4;0;22;2;0;6;1;0;7;3;0
6;BAURU;15;BAURU;35062;BAURU;353890 Pirajuí;21;1;1;75;5;3;64;10;1;47;9;2;39;14;0;15;2;0;14;3;1;19;1;0;13;1;0;14;1;0;13;1;0;3;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353900 Pirangi;52;29;1;216;139;1;320;210;0;389;286;4;401;348;3;113;59;0;39;27;0;21;14;0;11;4;0;13;5;0;29;16;0;208;64;0
1;GRANDE SÃO PAULO;10;OSASCO;35014;ROTA DOS BANDEIRANTES;353910 Pirapora do Bom Jesus;7;0;1;98;11;1;77;28;1;151;85;0;157;25;0;43;6;0;10;1;0;7;0;0;9;0;0;1;0;0;3;0;0;1;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;353920 Pirapozinho;41;4;0;93;5;1;128;15;1;139;19;3;134;38;4;56;12;0;38;6;0;50;4;0;32;0;0;15;0;0;34;7;0;22;4;0
10;PIRACICABA;20;PIRACICABA;35101;ARARAS;353930 Pirassununga;317;224;3;794;583;3;1635;1268;6;1774;1266;3;1329;1043;2;423;280;5;121;70;1;54;28;0;16;3;0;31;10;0;24;12;0;55;31;1
6;BAURU;15;BAURU;35062;BAURU;353940 Piratininga;6;0;0;26;9;0;32;14;0;67;28;0;94;67;1;68;62;0;20;12;0;13;7;0;7;5;0;3;1;0;10;3;0;27;13;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35131;HORIZONTE VERDE;353950 Pitangueiras;88;11;0;324;42;0;329;92;1;550;202;3;681;300;0;347;132;2;179;58;0;74;13;0;69;18;0;58;5;1;76;10;0;76;11;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353960 Planalto;18;6;0;54;11;0;40;12;0;34;13;0;11;7;0;19;10;0;12;6;0;12;5;0;11;4;0;8;5;0;11;5;0;47;13;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;353970 Platina;16;3;3;62;23;2;45;22;0;48;28;0;20;16;0;5;3;0;5;2;0;6;6;0;1;1;0;1;1;0;1;1;0;1;0;0
1;GRANDE SÃO PAULO;8;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;353980 Poá;203;106;6;970;485;5;1945;1265;11;2263;1727;20;2640;1959;12;607;301;0;153;76;0;94;39;0;89;17;0;61;5;0;45;2;0;31;2;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353990 Poloni;13;0;4;18;0;2;14;0;0;21;0;2;17;0;1;10;0;0;8;0;2;8;2;2;6;3;1;9;2;0;8;1;0;8;2;1
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;354000 Pompéia;22;20;0;27;24;0;113;108;0;134;129;1;250;230;1;66;60;2;12;9;0;7;3;0;1;0;0;0;0;0;2;0;0;7;4;0
6;BAURU;15;BAURU;35065;LINS;354010 Pongaí;74;73;0;32;27;0;42;35;1;21;18;1;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35131;HORIZONTE VERDE;354020 Pontal;161;35;0;362;92;1;538;160;1;592;193;0;696;325;1;416;131;0;141;34;0;75;6;0;76;4;0;80;2;0;98;16;0;264;144;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;354025 Pontalinda;1;0;0;10;1;0;19;2;0;19;2;0;15;4;0;11;1;0;10;2;0;11;3;0;20;3;0;9;4;0;20;4;0;45;12;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;354030 Pontes Gestal;6;1;0;19;2;0;71;10;0;105;24;1;77;18;0;65;20;0;31;4;0;13;4;0;5;1;0;14;0;0;5;0;0;16;2;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;354040 Populina;7;3;1;26;16;0;13;11;0;11;10;0;8;7;0;6;6;0;4;1;0;6;1;4;3;0;1;9;7;1;17;13;3;41;37;1
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;354050 Porangaba;6;0;0;49;0;2;135;19;3;216;62;12;337;154;6;174;48;2;33;2;0;9;1;0;21;0;0;12;0;0;24;3;0;7;0;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;354060 Porto Feliz;141;21;0;549;57;0;1157;214;0;1737;566;0;2801;1137;0;649;256;0;157;31;0;74;8;0;106;12;0;84;10;0;68;2;0;44;4;0
3;ARARAQUARA;12;ARARAQUARA;35032;CORAÇÃO DO DRS III;354070 Porto Ferreira;85;22;1;475;80;2;744;262;1;1343;629;1;1968;1057;3;1191;548;1;397;177;0;218;74;0;169;40;0;306;101;0;381;154;0;702;397;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354075 Potim;98;57;2;394;251;7;532;350;3;460;304;0;308;181;0;152;78;0;83;42;0;125;68;0;140;76;0;106;52;0;89;43;0;64;19;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;354080 Potirendaba;18;5;0;36;6;0;67;11;1;106;42;3;392;237;2;431;260;1;328;212;1;225;107;0;166;63;1;320;147;0;444;208;2;713;249;7
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;354085 Pracinha;1;0;0;7;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35131;HORIZONTE VERDE;354090 Pradópolis;18;5;2;37;5;3;29;14;1;36;12;1;17;6;1;9;4;0;6;0;0;1;0;0;7;1;0;16;7;1;13;5;0;16;9;0
4;BAIXADA SANTISTA;25;SANTOS;35041;BAIXADA SANTISTA;354100 Praia Grande;124;55;1;424;189;4;972;399;11;1134;593;4;1106;627;6;384;234;3;114;57;1;65;4;0;42;3;0;55;3;0;42;5;0;40;5;0
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;354105 Pratânia;8;0;1;46;3;2;83;20;3;154;68;15;188;63;1;64;0;0;31;2;0;13;0;0;12;0;0;5;0;0;8;0;0;19;0;1
6;BAURU;15;BAURU;35062;BAURU;354110 Presidente Alves;3;0;1;22;5;0;7;0;0;11;0;1;5;1;1;8;1;0;5;1;0;3;1;1;7;3;1;4;0;1;4;0;0;0;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354120 Presidente Bernardes;11;0;0;44;4;0;55;3;0;23;4;0;28;5;1;14;4;1;4;0;0;5;1;0;8;1;0;7;0;0;15;0;0;19;10;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;354130 Presidente Epitácio;4;0;1;29;6;0;37;4;2;18;1;1;11;3;0;8;1;1;5;2;0;6;0;0;10;1;0;10;1;0;5;3;0;7;1;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354140 Presidente Prudente;933;13;4;2183;26;2;2233;55;1;2082;148;3;2105;360;1;1259;178;0;668;78;1;595;48;1;781;29;0;661;23;0;616;40;1;962;176;1
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;354150 Presidente Venceslau;24;3;3;60;4;0;49;9;0;39;2;0;31;10;0;29;9;1;7;1;0;13;1;0;43;3;0;50;3;0;41;3;0;17;4;0
6;BAURU;15;BAURU;35065;LINS;354160 Promissão;26;6;0;144;10;0;139;13;0;120;5;0;86;27;0;51;7;0;44;6;0;33;3;0;18;0;0;29;3;0;38;6;0;120;25;0
16;SOROCABA;31;SOROCABA;35161;ITAPETININGA;354165 Quadra;1;0;1;0;0;0;1;0;0;1;0;1;12;6;2;7;1;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;354170 Quatá;7;0;2;69;6;1;70;17;0;66;18;0;112;53;0;54;19;0;29;15;0;22;7;0;36;19;1;14;1;0;29;10;0;66;31;0
9;MARÍLIA;19;MARILIA;35095;TUPÃ;354180 Queiroz;2;0;0;49;14;0;29;2;0;14;2;0;12;1;0;14;3;0;3;0;0;3;0;0;1;0;0;0;0;0;2;0;0;1;1;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354190 Queluz;12;1;3;77;6;4;178;17;4;166;48;4;209;81;15;53;25;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;0;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;354200 Quintana;17;2;0;45;2;1;35;2;3;40;8;2;63;27;0;34;8;0;16;3;0;8;3;0;9;2;0;2;1;0;4;1;0;5;0;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;354210 Rafard;35;16;0;168;101;0;662;413;6;523;410;1;134;119;0;23;12;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;354220 Rancharia;27;5;0;45;8;0;120;33;1;124;49;1;136;40;1;124;24;0;23;3;0;20;6;0;45;6;0;42;13;1;56;17;1;88;32;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;354230 Redenção da Serra;5;1;0;41;16;7;133;56;5;102;47;0;43;8;0;15;0;0;3;0;0;0;0;0;2;0;0;1;0;0;3;0;0;1;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354240 Regente Feijó;34;0;0;109;5;3;107;11;4;130;27;1;184;88;0;76;19;0;34;4;0;61;8;0;51;14;1;15;1;0;17;2;0;23;0;0
6;BAURU;15;BAURU;35062;BAURU;354250 Reginópolis;53;19;1;263;128;5;421;225;9;352;186;11;284;178;5;89;35;0;30;4;0;7;4;0;19;5;0;8;1;0;15;3;0;17;2;0
12;REGISTRO;23;REGISTRO;35121;VALE DO RIBEIRA;354260 Registro;201;44;0;626;409;4;1936;744;8;877;314;6;211;105;0;12;8;0;5;0;0;9;2;0;4;1;0;4;0;0;7;0;0;5;0;0
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;354270 Restinga;85;72;1;153;127;4;134;92;5;16;8;0;4;4;0;5;2;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0
16;SOROCABA;32;ITAPEVA;35162;ITAPEVA;354280 Ribeira;0;0;0;0;0;0;6;3;1;16;9;2;34;32;1;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;15;11;0
3;ARARAQUARA;12;ARARAQUARA;35032;CORAÇÃO DO DRS III;354290 Ribeirão Bonito;11;5;1;127;44;0;154;83;0;448;289;0;627;336;1;172;63;0;66;33;0;22;8;0;21;8;0;7;1;0;3;1;0;0;0;0
16;SOROCABA;32;ITAPEVA;35162;ITAPEVA;354300 Ribeirão Branco;0;0;0;7;1;1;18;0;0;33;2;6;77;20;5;27;7;1;10;0;0;3;1;0;2;1;0;4;0;0;4;0;0;2;0;1
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;354310 Ribeirão Corrente;72;13;0;95;19;1;105;19;4;57;0;0;6;2;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;354320 Ribeirão do Sul;21;9;0;66;21;0;73;24;0;64;34;1;88;38;1;77;37;0;24;11;0;10;2;0;11;1;0;1;0;0;3;0;0;0;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354323 Ribeirão dos Ándios;2;1;0;3;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
16;SOROCABA;31;SOROCABA;35161;ITAPETININGA;354325 Ribeirão Grande;3;0;0;32;0;3;81;6;4;60;4;8;79;1;18;45;0;13;9;1;4;4;0;1;1;0;0;7;0;0;3;0;0;3;0;0
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;354330 Ribeirão Pires;76;6;9;331;32;12;597;144;45;539;210;66;508;200;93;178;41;27;63;7;4;49;0;2;46;3;0;33;1;1;24;0;1;27;0;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;354340 Ribeirão Preto;4.719;2.991;6;9349;6298;7;11666;9130;4;12393;9718;1;10773;8537;4;4631;3385;4;2324;1261;1;1700;565;0;1721;340;0;1730;435;3;1746;623;1;2792;771;10
16;SOROCABA;32;ITAPEVA;35162;ITAPEVA;354350 Riversul;5;0;0;47;28;3;263;99;0;555;316;4;435;165;1;114;16;0;22;1;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;1
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;354360 Rifaina;20;4;0;25;2;0;101;26;1;149;39;0;67;19;1;52;15;0;14;1;0;12;0;0;18;0;0;14;0;0;0;0;0;59;7;0
3;ARARAQUARA;12;ARARAQUARA;35031;CENTRAL DO DRS III;354370 Rincão;15;1;0;101;9;0;121;31;0;109;40;0;122;32;0;53;5;0;23;5;0;11;2;0;18;1;0;13;0;0;7;0;0;6;1;0
9;MARÍLIA;19;MARILIA;35095;TUPÃ;354380 Rinópolis;17;2;0;26;4;0;25;1;0;30;7;0;24;8;0;23;13;0;14;4;0;6;1;0;20;5;0;9;5;0;27;10;0;37;19;0
10;PIRACICABA;20;PIRACICABA;35104;RIO CLARO;354390 Rio Claro;267;39;4;598;240;1;1328;779;2;2916;1744;0;6272;5801;2;1780;1218;1;517;379;1;395;114;0;141;19;0;118;25;0;249;73;0;281;70;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;354400 Rio das Pedras;31;7;0;133;25;1;296;87;0;502;107;1;337;113;1;112;29;0;44;7;0;26;2;0;20;5;0;22;3;0;17;1;0;4;1;0
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;354410 Rio Grande da Serra;25;1;1;187;29;2;235;67;9;146;48;12;59;20;4;37;23;4;20;3;0;18;2;1;18;2;0;13;2;0;9;0;0;16;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;354420 Riolândia;15;2;0;61;5;0;98;19;0;183;72;0;160;108;0;106;21;0;53;25;0;39;18;0;37;3;0;26;7;0;9;0;0;22;6;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;354425 Rosana;25;1;0;66;16;0;73;9;1;64;10;0;41;7;0;42;5;0;24;7;1;15;0;0;7;1;0;7;0;0;15;0;0;23;1;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354430 Roseira;147;58;0;355;100;4;445;183;0;443;94;8;272;31;17;92;8;3;20;0;0;35;0;0;26;0;1;16;0;0;20;1;0;19;0;0
2;ARAÇATUBA;11;ARACATUBA;35021;CENTRAL DO DRS II;354440 Rubiácea;3;3;0;10;6;0;4;3;0;14;9;0;22;14;0;17;13;0;10;10;0;6;2;0;5;2;0;1;0;0;3;1;0;10;5;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;354450 Rubinéia;0;0;0;14;2;0;18;3;2;34;9;3;35;10;9;28;4;10;43;7;7;81;17;14;54;14;9;70;23;18;99;45;15;125;16;17
6;BAURU;15;BAURU;35065;LINS;354460 Sabino;5;2;0;7;1;0;16;13;2;38;28;0;39;37;0;8;7;0;2;1;0;4;4;0;0;0;0;1;0;0;0;0;0;3;2;0
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;354470 Sagres;7;5;0;6;3;0;20;17;0;20;12;0;32;32;0;33;30;0;45;40;0;63;55;0;73;62;1;9;8;0;2;2;0;1;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;354480 Sales;135;111;5;101;89;0;68;62;2;53;49;1;24;20;0;3;1;0;3;1;0;4;1;1;2;1;0;4;1;0;3;0;0;11;5;0
8;FRANCA;18;FRANCA;35082;ALTA ANHANGUERA;354490 Sales Oliveira;13;3;0;48;11;0;33;9;0;27;9;0;43;22;1;28;19;2;7;6;0;5;5;0;3;3;0;93;65;1;137;46;0;293;65;2
1;GRANDE SÃO PAULO;8;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;354500 Salesópolis;4;0;0;52;3;4;176;47;3;201;129;2;185;116;2;49;19;1;17;4;1;16;1;0;11;3;0;10;2;0;10;2;0;18;1;0
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;354510 Salmourão;4;2;0;23;12;0;19;7;0;10;8;0;6;4;0;3;2;0;0;0;0;0;0;0;2;0;0;4;0;0;6;0;0;3;0;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;354515 Saltinho;22;6;0;125;23;7;504;239;0;733;371;0;670;271;0;202;69;0;67;12;0;44;3;0;44;3;0;29;4;0;32;2;0;36;2;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;354520 Salto;240;50;6;882;192;11;2362;880;102;4158;1866;164;4127;2339;156;1365;538;17;434;122;4;271;24;2;290;11;0;155;9;0;123;6;0;88;16;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;354530 Salto de Pirapora;46;3;7;453;37;19;709;240;16;643;327;3;892;684;29;206;117;14;16;9;1;16;3;0;16;0;1;11;1;0;9;0;0;13;1;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;354540 Salto Grande;9;2;0;30;2;0;23;2;2;30;7;2;29;17;1;10;7;0;3;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354550 Sandovalina;5;0;0;7;0;0;16;5;0;13;5;0;21;3;1;8;4;0;9;0;1;5;0;0;2;0;0;1;0;0;2;0;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;354560 Santa Adélia;36;13;1;98;33;4;128;45;3;187;60;4;312;129;7;198;80;2;129;49;5;79;33;1;89;26;0;108;30;2;95;20;0;112;49;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;354570 Santa Albertina;4;1;0;7;1;0;9;2;0;15;3;2;43;18;3;30;18;1;12;4;4;8;1;0;5;0;0;7;0;0;6;0;0;24;4;2
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;354580 Santa Bárbara d'Oeste;319;124;25;1023;456;35;1980;1194;35;2712;1818;12;2342;1627;19;987;547;3;416;193;7;269;111;0;264;100;0;265;82;0;166;57;0;191;83;1
17;TAUBATÉ;27;SAO JOSE DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;354600 Santa Branca;54;26;0;615;241;3;1394;317;6;720;597;5;235;184;2;42;23;0;9;1;0;14;2;0;14;1;0;21;1;0;21;4;0;30;1;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;354610 Santa Clara d'Oeste;5;0;0;12;0;1;5;0;0;47;31;1;137;83;7;18;5;4;6;3;1;5;0;1;3;0;0;2;0;0;7;2;3;41;10;3
10;PIRACICABA;20;PIRACICABA;35101;ARARAS;354620 Santa Cruz da Conceição;6;1;0;15;2;0;41;18;4;95;55;6;103;79;2;29;21;0;14;10;0;8;6;0;1;1;0;5;3;0;8;5;0;10;8;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35133;VALE DAS CACHOEIRAS;354625 Santa Cruz da Esperança;16;2;0;54;12;0;124;48;0;238;116;1;204;77;0;64;17;0;16;0;0;2;0;0;4;0;0;3;1;0;5;0;0;18;0;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35142;MANTIQUEIRA;354630 Santa Cruz das Palmeiras;320;243;1;996;738;8;1717;1351;7;1118;950;1;365;280;1;103;33;0;10;1;0;3;1;0;2;1;0;7;1;0;4;2;0;2;0;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;354640 Santa Cruz do Rio Pardo;81;26;6;180;76;1;464;272;6;1270;939;4;1266;1171;2;324;264;1;88;72;1;44;24;0;30;10;0;13;2;0;45;5;0;10;3;0
3;ARARAQUARA;12;ARARAQUARA;35033;NOROESTE DRS III;354650 Santa Ernestina;25;3;0;45;1;1;16;3;0;39;6;0;43;5;0;33;0;0;7;0;0;15;2;0;25;1;0;2;0;0;17;2;0;37;9;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;354660 Santa Fé do Sul;32;10;3;67;9;0;70;22;1;112;52;2;158;113;2;120;92;2;118;93;1;155;126;4;118;98;1;121;103;2;278;160;0;948;12;2
